15 15
d_room_15x15_left_up_entities.csv
31,31,31,31,31,31,7,7,7,31,31,31,31,31,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
7,7,7,7,7,7,7,7,7,7,7,7,7,7,31
7,7,7,7,7,7,7,7,7,7,7,7,7,7,31
7,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
