15 15
room_15x15_right_entities.csv
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,7
31,7,7,7,7,7,7,7,7,7,7,7,7,7,7
31,7,7,7,7,7,7,7,7,7,7,7,7,7,7
31,7,7,7,7,7,7,7,7,7,7,7,7,7,7
31,7,7,7,7,7,7,7,7,7,7,7,7,7,7
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,7,7,7,7,7,7,7,7,7,7,7,7,7,31
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
