30 14
lobby_entities.csv
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,4,4,4,4,4,4,4,13
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,9,9,9,9,9,9,9,13
2,12,4,4,4,4,13,12,4,4,4,4,5,15,12,4,4,4,5,13,2,12,9,9,9,9,9,9,9,13
2,12,9,9,9,9,13,12,9,9,9,9,9,15,12,9,9,9,9,13,2,12,9,9,9,9,9,9,9,13
2,12,9,9,9,9,13,12,9,9,9,9,9,15,12,9,9,9,9,13,2,12,9,9,9,9,9,9,9,13
2,12,8,8,8,9,13,12,9,9,9,9,9,15,12,9,9,9,9,13,2,12,9,9,9,9,9,9,9,13
2,12,5,8,9,6,4,5,9,9,9,9,9,6,4,5,9,9,6,4,4,4,9,9,9,9,9,9,9,13
2,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13
2,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13
2,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13
2,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13
2,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13
2,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13
2,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15
