23,23,3
23,12,3
23,2,3
34,9,5
34,8,5
34,7,5
34,10,5
34,11,5
34,12,5
34,13,5
34,14,5
34,15,5
34,16,5
34,17,5
34,18,5
23,3,6
23,12,6
34,7,6
34,8,6
34,9,6
34,10,6
34,11,6
34,13,6
34,14,6
34,15,6
34,16,6
34,18,6
34,17,6
34,16,7
34,8,7
34,9,7
34,10,7
34,11,7
34,13,7
34,14,7
34,18,7
34,17,7
23,18,8
34,16,8
34,15,8
34,14,8
34,13,8
34,12,8
34,11,8
34,10,8
34,9,8
34,8,8
34,17,8
23,23,9
34,15,9
34,14,9
34,13,9
34,12,9
34,16,9
34,10,9
34,11,9
34,17,9
34,19,9
34,13,10
34,14,10
34,15,10
34,16,10
34,10,10
34,12,10
34,17,10
34,19,10
0,3,11
3,19,11
14,1,11
34,13,11
34,12,11
34,15,11
34,16,11
34,11,11
34,10,11
15,9,12
34,12,12
34,13,12
34,14,12
34,15,12
34,16,12
34,17,12
34,11,12
34,10,12
34,19,12
34,20,12
34,15,13
34,17,13
34,16,13
34,5,13
34,11,13
34,17,14
34,16,14
34,15,14
34,14,14
34,10,14
34,11,14
34,12,14
34,6,14
34,5,14
34,15,15
34,14,15
34,13,15
34,12,15
34,16,15
34,17,15
34,18,15
34,19,15
34,11,15
34,9,15
34,10,15
34,7,15
34,6,15
34,14,16
34,13,16
34,19,16
34,18,16
34,17,16
34,16,16
34,11,16
34,10,16
34,12,16
34,9,16
34,8,16
34,7,16
23,16,17
34,15,17
34,14,17
34,13,17
34,12,17
34,11,17
23,3,18
23,10,20
23,21,21
