20 20
dungeon_entities.csv
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,21,16,16,16,16,16,16,22,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,21,19,19,19,19,19,19,22,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,21,19,19,19,19,19,19,22,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,21,18,16,17,19,19,18,16,17,22,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,21,19,19,19,19,19,19,19,19,22,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,21,19,19,19,19,19,19,19,19,22,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,21,19,19,19,19,19,19,19,19,22,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,21,19,19,19,19,19,19,19,19,22,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,21,19,19,19,19,19,19,19,19,22,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,21,19,19,19,19,19,19,19,19,22,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,21,19,19,19,19,19,19,19,19,22,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,23,16,16,16,16,16,16,16,16,24,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
